,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
205,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,"Engrenagens com poucos dentes, causando grande quantidade de ação de corda","Sprockets with too few teeth, causing a large amount of chordal action",Substituir por engrenagens com o número correto de dentes,Replace with sprockets having the correct number of teeth, , 
206,55,55,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pulsação,Pulsation,Excentricidade,Eccentricity,Corrigir a excentricidade do furo do cubo,Correct eccentricity of hub hole, , 
207,56,56,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Dentes da engrenagem quebrados,Broken sprocket teeth,Obstrução atingindo os pinos de cunha,Obstruction striking the cotter pins,Verificar as folgas entre a corrente e a engrenagem; Remover quaisquer materiais estranhos,Check the chain and sprocket clearances; Remove any foreign materials, , 
208,56,56,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Dentes da engrenagem quebrados,Broken sprocket teeth,"Cargas de choque excessivas, especialmente com engrenagens de ferro fundido pequenas","Excessive shock loads, especially with small, cast-iron sprockets",Reduzir as cargas de choque excessivas ou trocar por engrenagens de aço,Reduce excessive shock loads or change to steel sprockets, , 
209,56,56,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pinos de cunha saindo,Cotter pins coming out,Obstruções atingindo os pinos de cunha,Obstructions striking the cotter pins,Eliminar a obstrução; Bater nas extremidades até que o pino de cunha se encaixe firmemente contra as placas laterais ou usar uma corrente rebitada,Eliminate the obstruction; Tap the ends back until the cotter pin fits snugly against the side plates or use a riveted chain, , 
210,56,56,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Pinos de cunha saindo,Cotter pins coming out,"Pinos de cunha não instalados corretamente, não separados e puxados firmemente contra as placas laterais","Cotter pins not installed properly, not spread apart and drawn back snugly against the side plates",Corrigir a instalação defeituosa,Correct the faulty installation, , 
211,57,57,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Artigos transportados danificados,Damaged conveyed articles,"Pás, fixadores ou elos dobrados ou danificados","Bent or damaged flights, attachments, or links",Reparar ou substituir as peças danificadas,Repair or replace the damaged parts, , 
212,57,57,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Artigos transportados danificados,Damaged conveyed articles,Obstrução nos caminhos ou invólucros,Obstruction in throughways or casings,Remover a obstrução,Remove the obstruction, , 
213,57,57,Mecânico,Mechanical,Corrente de transmissão,Chain drives,Artigos transportados danificados,Damaged conveyed articles,Temporização incorreta,Improper timing,"Verificar a sequência de temporização, alongamento da corrente e seleção da corrente","Check timing sequence, chain elongation, and chain selection", , 
214,58,58,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Operação ruidosa da unidade,Noisy operation of the unit,Desalinhamento,Misalignment,"Verificar o alinhamento da unidade; Verificar a condição do acoplamento; Se o desalinhamento for o problema, solicitar que o grupo de manutenção alinhe os eixos","Check the alignment of the unit; Check the condition of the coupling; If misalignment is the problem, have the maintenance group perform an alignment of the shafts", , 
215,58,58,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Operação ruidosa da unidade,Noisy operation of the unit,Lubrificação defeituosa,Faulty lubrication,"Verificar o nível de óleo; Adicionar lubrificante, se necessário; Verificar se o lubrificante é da graduação correta; Se o lubrificante não for da graduação correta, substituí-lo pelo lubrificante correto","Check oil level; Add lubricant if needed; Determine if lubricant is the correct grade; If the lubricant is not the correct grade, replace with the correct lubricant", , 
216,58,58,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Operação ruidosa da unidade,Noisy operation of the unit,Tensão excessiva nas correias ou na corrente,Excessive tension on the belts or the chain,"Verificar a tensão e o alinhamento dos acessórios de acionamento e aliviar a tensão, se necessário",Check the tension and alignment of the drive auxiliaries and relieve the tension if required, , 
217,58,58,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Operação ruidosa da unidade,Noisy operation of the unit,Peças desgastadas,Worn parts,Ajustar ou substituir as peças desgastadas,Adjust or replace the worn parts, , 
218,58,58,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Operação ruidosa da unidade,Noisy operation of the unit,Sobrecarga,Overloading,Reduzir a carga,Reduce the load, , 
219,59,59,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Temperatura de operação excessiva,Excessive operating temperature,Lubrificante incorreto,Incorrect lubricant,Verificar o lubrificante conforme as instruções de especificação; Substituir pelo lubrificante correto,Check the lubricant against the specification instructions; Replace with the correct lubricant, , 
220,59,59,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Temperatura de operação excessiva,Excessive operating temperature,Quantidade incorreta de lubrificante,Incorrect amount of lubricant,Verificar o nível no visor e preencher até o nível correto; Certificar-se de que o respiro de ar esteja limpo e funcionando corretamente,"Check the level in the sight glass, and fill to the correct level; Ensure that the air breather is clean and functioning properly", , 
221,59,59,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Temperatura de operação excessiva,Excessive operating temperature,Sobrecarga,Overloading,Reduzir a carga,Reduce the load, , 
222,59,59,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Temperatura de operação excessiva,Excessive operating temperature,Fluxo de ar obstruído,Obstructed air flow,"Verificar o suprimento de ar para garantir a circulação adequada do ventilador; Remover quaisquer obstruções; Evitar altas temperaturas ambiente; Se a temperatura ambiente estiver alta devido a uma fonte de calor local, colocar uma barreira entre a fonte de calor e a máquina","Check the air supply for proper fan circulation; Remove any obstructions; Avoid any high surrounding ambient temperatures; If the ambient temperature is high because of a local heat source, place some form of barrier between the heat source and the machine", , 
223,60,60,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Vazamento de óleo,Oil leakage,Excesso de óleo na unidade,Too much oil in the unit,Verificar novamente o nível de óleo com a unidade desligada; Remover qualquer excesso de óleo,Recheck the oil level with the unit shut down; Remove any excess oil, , 
224,60,60,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Vazamento de óleo,Oil leakage,Respirador de ar entupido,Clogged air breather,Remover o respirador e limpá-lo,"Remove the breather, and clean it", , 
225,60,60,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Vazamento de óleo,Oil leakage,Parafusos e porcas soltos em áreas articuladas,Loose bolts and nuts in jointed areas,Apertar todas as articulações e parafusos das tampas,Tighten all of the joints and end cap bolts, , 
226,60,60,Mecânico,Mechanical,Caixa de câmbio,Gear boxes,Parafusos de montagem afrouxados,Loosened mounting bolts,Vibração devido a cargas flutuantes ou desalinhamento,Vibration from fluctuating loads or misalignment,Verificar e realinhar o sistema; Apertar todos os parafusos,Check and realign the system; Tighten all of the bolts, , 
227,61,61,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema muito baixa,System pressure too low,Válvula de drenagem aberta da linha de pressão para a linha de retorno,Open drain-back valve from pressure line to return line,Fechar as válvulas de alívio da bomba,Close the pump relief valves, , 
228,61,61,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema muito baixa,System pressure too low,Válvula de alívio da bomba ou válvula de controle de pressão do sistema ajustada para baixo,Pump relief valve or system pressure control valve set low,Verificar as válvulas de alívio da bomba e a válvula de controle de pressão para garantir o funcionamento normal; Ajustar conforme necessário,Check pump relief valves and the pressure control valve for normal operation; Adjust as needed, , 
229,61,61,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema muito baixa,System pressure too low,Vazamento(s) de óleo no sistema,Oil leak(s) in the system,Verificar se há vazamento de óleo; Reparar conforme necessário,Check for an oil leak; Repair as necessary, , 
230,61,61,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema muito alta,System pressure too high,Válvula de controle de pressão do sistema ajustada para um valor alto ou não funcionando corretamente,System pressure control valve set too high or not functioning properly,Verificar a válvula de controle do sistema e ajustar conforme necessário,"Check the system control valve, and adjust as needed", , 
231,61,61,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema muito alta,System pressure too high,Bocal(is) de fluxo entupido(s),Plugged flow nozzle(s),Verificar os controles de fluxo para as configurações corretas e indicação positiva do fluxo; Ajustar as configurações conforme necessário,Check the flow controls for proper settings and positive indication of flow; Adjust the setting as necessary, , 
232,62,62,Mecânico,Mechanical,Sistema de óleo lubrificante,Lubricating oil systems,Pressão do sistema constantemente fluctuante,System pressure constantly fluctuating,Válvula de controle de pressão do sistema não funcionando corretamente,System pressure control valve not functioning properly,Ajustar a válvula de controle de pressão do sistema para manter uma pressão constante no sistema,Adjust the system pressure control valve to maintain a constant system pressure, , 
